time,signal
0.0,0.0
0.2000040000800016,1.5572956716519417e-08
0.4000080001600032,3.1850626006382914e-08
0.6000120002400048,4.460397379679457e-08
0.8000160003200064,4.923899537578442e-08
1.000020000400008,4.1945792977153113e-08
1.2000240004800096,2.0989666531027948e-08
1.4000280005600112,-1.2168755546814582e-08
1.6000320006400128,-5.2286539713849344e-08
1.8000360007200145,-9.061045043274733e-08
2.000040000800016,-1.1619577062568556e-07
2.2000440008800175,-1.1822767408523865e-07
2.400048000960019,-8.901072924010699e-08
2.6000520010400208,-2.700703514621867e-08
2.8000560011200224,6.089585545794373e-08
3.000060001200024,1.5873880693767263e-07
3.2000640012800257,2.431258814370033e-07
3.4000680013600273,2.873681057806918e-07
3.600072001440029,2.677435635722247e-07
3.8000760015200306,1.707864843325606e-07
4.000080001600032,-8.060702142854203e-11
4.200084001680033,-2.205674157309113e-07
4.400088001760035,-4.460371656684298e-07
4.600092001840037,-6.176807662530897e-07
4.800096001920038,-6.742859367825999e-07
5.00010000200004,-5.680048064346516e-07
5.2001040020800415,-2.809848507759287e-07
5.400108002160043,1.6138973531989915e-07
5.600112002240045,6.851724695884744e-07
5.800116002320046,1.1740897832417572e-06
6.000120002400048,1.4888659251496222e-06
6.20012400248005,1.4980512043965915e-06
6.400128002560051,1.1152258758075912e-06
6.600132002640053,3.343308683507802e-07
6.800136002720055,-7.468624357589086e-07
7.000140002800056,-1.9246422681116798e-06
7.200144002880058,-2.914921150075029e-06
7.4001480029600595,-3.407050558599571e-06
7.600152003040061,-3.1390373860946435e-06
7.800156003120063,-1.9797649962921905e-06
8.000160003200063,1.8488758071237653e-09
8.200164003280065,2.5025959875161297e-06
8.400168003360067,5.003838500435479e-06
8.600172003440068,6.852259066525732e-06
8.80017600352007,7.397043777274146e-06
9.000180003600072,6.161617958670894e-06
9.200184003680073,3.0132786619393142e-06
9.400188003760075,-1.7146844481631957e-06
9.600192003840077,-7.192652002892814e-06
9.800196003920078,-1.218718755143649e-05
10.00020000400008,-1.5282697985254237e-05
10.200204004080081,-1.5205942245243648e-05
10.400208004160083,-1.1193411162521855e-05
10.600212004240085,-3.315542471707e-06
10.800216004320086,7.337912384364958e-06
11.000220004400088,1.869373498558287e-05
11.20022400448009,2.7996361853982655e-05
11.400228004560091,3.235919886991434e-05
11.600232004640093,2.948173913040307e-05
11.800236004720094,1.8384545369561006e-05
12.000240004800096,-2.5479039358378672e-08
12.200244004880098,-2.2746744204613772e-05
12.4002480049601,-4.496915047496967e-05
12.600252005040101,-6.0895140934455125e-05
12.800256005120103,-6.500570078760335e-05
13.000260005200104,-5.354472324119462e-05
13.200264005280106,-2.5886581956256845e-05
13.400268005360108,1.459388995045651e-05
13.60027200544011,6.048634380834767e-05
13.80027600552011,0.00010134092091857876
14.000280005600112,0.0001256676926062266
14.200284005680114,0.00012364574661249223
14.400288005760116,8.999973215731751e-05
14.600292005840117,2.6339726783465438e-05
14.800296005920119,-5.77541839337085e-05
15.00030000600012,-0.00014545253629104124
15.200304006080122,-0.00021540488765284095
15.400308006160124,-0.0002462045720765096
15.600312006240125,-0.00022181395824316088
15.800316006320127,-0.0001367638312994734
16.000320006400127,2.500259106157698e-07
16.20032400648013,0.00016562536740392846
16.40032800656013,0.00032374662094833813
16.600332006640134,0.0004335215347254384
16.800336006720133,0.0004576398858628186
17.000340006800137,0.00037275007879279757
17.200344006880137,0.00017815136234924415
17.40034800696014,-9.950307108504453e-05
17.60035200704014,-0.00040747855721546313
17.800356007120143,-0.0006750646469450508
18.000360007200143,-0.0008278019050543895
18.200364007280147,-0.0008054233056392889
18.400368007360147,-0.000579694417337584
18.60037200744015,-0.00016762796995809962
18.80037600752015,0.000364144207608511
19.000380007600153,0.0009066207827704436
19.200384007680153,0.0013276655221183293
19.400388007760156,0.0015006300397636641
19.600392007840156,0.0013369150326293215
19.80039600792016,0.0008150208762074153
20.00040000800016,-1.8426270507999235e-06
20.200404008080163,-0.0009660810791086762
20.400408008160163,-0.0018671317637624473
20.600412008240166,-0.002472395137522644
20.800416008320166,-0.0025809254565699923
21.00042000840017,-0.0020787294284965304
21.20042400848017,-0.0009821608269396888
21.400428008560173,0.0005434761181353686
21.600432008640173,0.002199030874175762
21.800436008720176,0.0036023428900352067
22.000440008800176,0.004368258917604566
22.20044400888018,0.004202893343889798
22.40044800896018,0.0029911359998937665
22.600452009040183,0.0008545948145523992
22.800456009120182,-0.001839256863611526
23.000460009200186,-0.004526986473849644
23.200464009280186,-0.006555426760871512
23.40046800936019,-0.007327069787729769
23.60047200944019,-0.006455024625934769
23.800476009520192,-0.0038908574334055833
24.000480009600192,1.0443360764919132e-05
24.200484009680196,0.004514185581068106
24.400488009760195,0.008626285989564882
24.6004920098402,0.011295468685115193
24.8004960099202,0.01166020597991095
25.000500010000202,0.009286612826873077
25.200504010080202,0.004337655850922055
25.400508010160205,-0.002377951580360319
25.600512010240205,-0.009506858611425128
25.800516010320205,-0.0153994035243782
26.00052001040021,-0.018465858060598368
26.20052401048021,-0.01756918889786968
26.400528010560212,-0.012363810569959851
26.60053201064021,-0.0034902181088399082
26.800536010720215,0.007442012407543847
27.000540010800215,0.018108058056877516
27.20054401088022,0.025929397803786017
27.400548010960218,0.02865934034268881
27.60055201104022,0.024967276002143574
27.80055601112022,0.014879934284450728
28.000560011200225,-4.609861137085045e-05
28.200564011280225,-0.016897573846072454
28.400568011360228,-0.031926543272205926
28.600572011440228,-0.041339936080537015
28.80057601152023,-0.042200359634614756
29.00058001160023,-0.03323501425000834
29.200584011680235,-0.015346402999356891
29.400588011760235,0.008334971407129807
29.600592011840238,0.03292470437900065
29.800596011920238,0.052735360106770095
30.00060001200024,0.06253307482557036
30.20060401208024,0.058834791875248045
30.400608012160244,0.04093998374571899
30.600612012240244,0.011418877833507994
30.800616012320248,-0.024122228073986004
31.000620012400248,-0.05802480831077481
31.20062401248025,-0.08216049745873251
31.40062801256025,-0.08980101007268394
31.600632012640254,-0.0773612686219405
31.800636012720254,-0.04558645478216807
32.000640012800254,0.00015968338986381745
32.20064401288026,0.050669708758907195
32.40064801296026,0.09465838894975298
32.60065201304026,0.12120331980056513
32.80065601312026,0.12235035963994068
33.00066001320027,0.09528259000242056
33.20066401328027,0.04349477892754056
33.40066801336027,-0.023403660380214377
33.60067201344027,-0.09134523019876065
33.800676013520274,-0.14467020563765604
34.000680013600274,-0.16964038332461312
34.200684013680274,-0.15783230421521455
34.40068801376027,-0.10859807575741413
34.60069201384028,-0.02992766467169788
34.80069601392028,0.06263592197143188
35.00070001400028,0.1489480100514994
35.20070401408028,0.20855127926598457
35.40070801416029,0.22541116470533182
35.60071201424029,0.19202384683675108
35.80071601432029,0.11187929852851997
36.00072001440029,-0.00043618567607421106
36.20072401448029,-0.12171709376665603
36.40072801456029,-0.22482545444757995
36.60073201464029,-0.28466783600350565
36.80073601472029,-0.28416691795207155
37.0007400148003,-0.21883177994600472
37.2007440148803,-0.0987521771964942
37.4007480149603,0.05264316931806
37.6007520150403,0.20301541071656612
37.80075601512031,0.31793288267914666
38.000760015200306,0.3686615769527716
38.200764015280306,0.3391850784769066
38.400768015360306,0.23076807908382269
38.600772015440306,0.0628348776006032
38.80077601552031,-0.13028924129304373
39.00078001560031,-0.3062914340751836
39.20078401568031,-0.4240741739350013
39.40078801576031,-0.45326146090300024
39.60079201584032,-0.38182636272320214
39.80079601592032,-0.2199595187729172
