relative_time,DecibelSource
10283,9.422018912232117
10322,10.40179232337763
10362,11.795992331122612
10401,10.547780105395084
10441,10.214200490259023
10481,11.5944163549419
10521,11.262394280017002
10561,10.983037208674153
10601,9.522723045764149
10641,12.204262407490285
10681,13.526561921755643
10721,11.588536499154626
10762,10.620654993082447
10801,10.078058623745607
10841,10.390288413101192
10901,9.85285100058594
10942,10.330061710829778
10981,10.447287012204015
11021,11.026495863502813
11061,10.304831606169529
11101,10.132699482484027
11142,10.97704200413338
11181,10.8930176846833
11221,10.920553317647524
11261,9.982515519496749
11301,10.117865478330746
11341,12.976970188247705
11381,13.219884221103847
11422,12.641745876903347
11462,10.600862618430861
11501,10.621495224247152
11541,13.103921939665037
11581,14.200884227609865
11621,11.359521454531832
11661,12.97269425309024
11702,10.67368968983484
11741,10.222267097437436
11781,15.283671174708548
11825,19.72165114600655
11862,20.455674451493767
11902,16.59627615377997
11941,15.793369294151379
11981,20.023589358023585
12021,18.125291523066885
12061,21.167214936351122
12101,21.452945848059393
12141,17.853338079734375
12202,20.17552686900022
12240,17.76394691274424
12281,18.70252327280567
12321,16.719792440346236
12361,18.855612404491676
12401,20.35360489283516
12442,22.640083515760622
12481,24.174911550557837
12521,25.717543110042623
12561,25.683385985302067
12601,24.742512328991037
12641,23.859771229587615
12681,23.400854188373664
12721,23.20096421388433
12761,24.698244805660657
12802,25.19219124955299
12841,25.170153856725914
12881,24.746779509356088
12921,23.43905103653568
12961,23.695657801576825
13001,24.106840473365928
13041,25.641123303702965
13081,26.598005770229427
13121,28.163974131098556
13163,26.79667140460994
13201,25.512225633981032
13241,26.965094773923063
13281,25.57118325054291
13321,19.616276399469715
13362,20.691293868049648
13401,20.276862666539866
13461,18.181426462530382
13501,14.973477737757506
13541,11.727501415099482
13581,11.485448169951757
13621,10.853574836886771
13661,12.220571221952586
13702,10.908970292255331
13741,11.0829540858395
13780,10.901493649121958
13821,11.223987468097418
13861,10.204963126744524
13901,10.815377714529983
13941,11.369787631447341
13982,11.642997343261234
14022,10.325567071547326
14061,10.297596001111186
14101,10.087094539353188
14141,11.204564113886253
14181,9.617970401541546
14223,10.431297334740089
14261,9.744201907848087
14301,9.906420604149737
14341,10.527222762014931
14381,9.790227070274637
14421,10.7958497804835
14461,9.484413483989544
14501,9.112527548641173
14541,12.522867230017729
14581,13.337440681113911
14622,10.400024473225894
14661,11.135890012616414
14703,10.701616031056442
14761,11.852359848925273
14801,10.373197610830259
14841,9.483867647902729
14882,10.369860392240007
14921,11.322146483595624
14961,9.885569663045965
15002,12.033771452424864
15041,11.593912679114254
15081,10.38341578656729
15121,10.932301067885628
15162,10.631565338962048
15201,8.200136970607945
15241,10.193388724021816
15282,11.697275580039886
15321,10.485597118691016
15362,11.363595428802792
15402,10.661636337303879
15441,12.059338283187484
15481,9.585297553305583
15521,8.095071079509442
15561,10.787973526938154
15601,12.02146396477439
15641,11.734821946372492
15681,10.086381860717061
15722,9.706249468930864
15762,10.09208001786824
15801,10.047482790018732
15841,11.516153822601378
15881,11.22032932702952
15921,12.891637578886382
15963,9.518122038140746
16021,9.50456134261961
16061,11.788774271923572
16101,10.340381762264927
16141,12.645437736222547
16182,10.16501704250733
16221,12.39701582991545
16261,17.87086308762968
16302,20.32801722668259
16341,19.293533432083738
16381,19.04200355358895
16420,17.196327346195723
16460,21.085144364480616
16501,20.175643243493955
16541,19.515602952113845
16581,20.07229435804736
16621,19.891189410007403
16662,20.201748537308923
16701,19.209748004938753
16741,21.045206429756863
16781,18.929265014592502
16822,20.14131758083088
16861,21.43812607578298
16901,21.578657234339616
16941,23.973249691294484
16982,24.040162029059854
17022,26.46928595740974
17061,27.063214586797052
17101,27.76817481084029
17141,28.198464027792973
17181,28.193062923005343
17221,27.73285540575134
17261,28.046295661897407
17321,28.17458013243172
17362,28.20095853110422
17402,29.18789218057288
17441,30.146892616066676
17482,29.248164554587
17521,29.834886054357938
17561,28.678024421257135
17601,26.916186773655117
17641,26.494712281286464
17681,27.468738786855674
17721,27.595670989396716
17761,28.74740594345965
17801,29.517331256656295
17841,24.85974792384515
17882,22.722095144018777
17921,21.96760151729897
17961,19.559946744968723
18001,15.681100136914239
18042,12.858133981193866
18081,11.45261629769246
18122,11.270179770906898
18161,10.802503163973146
18201,11.52281517517247
18241,10.907004002178265
18281,12.139740576544458
18321,9.584497575747855
18361,11.92157221502802
18400,11.738721190046824
18442,9.785137184173095
18481,11.286610163569605
18521,10.01765574629996
18582,11.58550947069742
18621,12.820573960795071
18661,10.915649027292995
18701,10.755103015850898
18743,11.26963704979078
18781,10.301893595355873
18821,11.610335951329798
18862,10.31994222317778
18902,10.405105104045544
18941,9.815081645952576
18981,10.969875586705966
19021,11.113255355686595
19061,11.637847835519127
19103,11.0829540858395
19141,12.393106537073432
19181,11.678215294479743
19222,13.640712612054228
19262,13.568002651524221
19301,13.525701080361541
19341,11.123745565663864
19382,9.757548241298833
19423,11.62019356397651
19461,10.244545136053354
19501,7.858777605778442
19541,10.3640697982901
19581,11.610001402562615
19621,11.383908171646366
19661,10.686123571933106
19701,10.49339181683913
19741,11.392182629689655
19781,10.847996230058017
19821,12.99147695766841
19881,13.735564269532208
19921,11.457297036229662
19961,10.285812371101466
20001,10.544574427898674
20041,9.254663403292728
20081,9.646983258748387
20121,10.589663192425999
20161,10.697696498594144
20201,9.64934848245341
20241,11.051108334941073
20282,9.278193125544998
20321,10.48060983847458
20361,12.635409664493292
20401,11.297948746649688
20441,12.421785808875805
20481,11.907848940868126
20521,10.96677292908586
20562,12.272006945957498
20601,10.278999551017314
20641,11.462491946919693
20682,12.778214600784255
20722,9.813311028627998
20761,9.240830521570624
20801,8.938744116443514
20841,11.195555949455544
20882,13.72190509987046
20921,10.180388665679683
20962,10.596428563972731
21001,11.788132085708359
21041,9.804954095583277
21081,8.730207217431634
21142,10.558235525785374
21181,11.31355828192107
21221,12.236963818101273
21261,11.845076480647238
21301,8.899579017979656
21341,11.142787868085692
21381,11.777200366159189
21421,10.92035725232982
21462,11.803518406655922
21501,16.801847130280564
21541,20.001429640470107
21581,19.821071096458397
21621,18.698469883497893
21661,18.46194163167365
21701,17.971229560243373
21741,16.98446208636253
21781,14.813258360094657
21821,15.115252783845303
21861,21.237623442705846
21901,22.528327216923415
21941,21.35047420391926
21981,21.689677925084375
22022,23.922149257368428
22061,25.927032898939878
22101,27.97717610385981
22141,22.0690263908218
22181,23.006056727363294
22221,26.020163658072562
22261,27.203822098764622
22302,25.92166220231889
22341,26.30798339328099
22381,27.238975445537733
22441,27.888510769610054
22481,27.789676122192027
22522,27.491127392869398
22561,27.088949110896188
22601,26.183382379898283
22641,24.873246385651342
22681,26.28747462726395
22721,27.145149930658295
22762,26.809983127166603
22801,26.703007412595888
22841,26.14757782526116
22881,23.74997784265996
22921,18.06293561549438
22961,19.329994857238738
23001,18.89914186011336
23041,16.278754109289128
23082,13.215031897372782
23121,12.911765123443331
23161,13.221731300267907
23201,10.123758053139154
23241,12.916349099059088
23281,10.492093671613791
23321,11.706120017409045
23361,11.582480330932562
23401,11.707755901419283
23440,10.675971901424887
23481,11.258586985060287
23521,10.972588595025263
23561,10.981297517836545
23601,12.935129964552877
23641,10.619814599326443
23700,12.05027852435155
23740,11.862788609914576
23781,11.976035737462396
23822,9.601000572976648
23861,10.444225057730275
23901,11.559355713433428
23941,11.846819267202168
23981,12.277174555672643
24021,10.9859351456702
24061,9.438598221616965
24101,11.506913510989918
24141,10.251183450681028
24181,11.628696558641241
24221,12.64925814202461
24261,11.457990050124941
24301,9.305863464308942
24341,11.463011096381674
24381,10.791206538630965
24421,11.944245153013862
24461,12.030432126592135
24501,11.626530709065428
24541,10.403117738897285
24582,10.237208304290007
24622,11.535256465807366
24662,9.363768369975737
24702,9.351123508604786
24741,9.269599471624876
24781,10.375865540566478
24821,11.19003151076239
24861,13.434459616395916
24901,10.516046770763584
24941,10.044125460891484
25002,11.555969533526953
25041,11.610335951329798
25081,11.682494706835964
25121,9.752932996635973
25161,12.123570689364637
25202,10.7958497804835
25241,9.655124723315717
25281,10.104163835138992
25321,12.56415439055888
25361,11.177852952558432
25401,13.010663469173181
25441,13.264798763438304
25481,13.601126697584231
25522,14.083989795866119
25561,10.615820506663134
25601,12.568046940764667
25641,10.361617605477505
25681,9.912359674913292
25721,13.172516303766955
25762,13.586506827578727
25801,17.314007781887092
25841,19.081437971033722
25881,16.803618222110668
25921,14.948887962421395
25961,17.33465068648238
26001,20.55205066458578
26042,17.49393783097839
26081,18.44692777211771
26122,19.529426373800728
26161,17.763379096201753
26201,14.54955392390926
26261,17.804756358841427
26301,21.174636545033835
26345,19.591771946403046
26380,21.150251301570393
26421,22.869789535933013
26461,23.57857244963776
26501,24.41723182686605
26541,24.79648081923015
26581,25.3624059176264
26621,25.85599194193845
26660,25.048810360011554
26701,24.787427888809663
26742,26.088607798497364
26781,27.543649757468547
26822,27.32282443235503
26861,28.563721260307045
26902,28.53886892937993
26941,28.86911646776234
26981,27.486309586936542
27021,27.82497418530365
27061,26.69975453409435
27102,27.21194411467848
27141,27.28547167429953
27181,26.4098747435597
27224,27.976457850688906
27261,28.92180349488455
27301,26.50058593883982
27341,20.483993140310474
27381,23.183254153020783
27422,21.081027238055007
27461,19.20989336136673
27501,13.239699272425371
27561,12.998529958028653
27602,13.789775359248843
27641,10.815377714529983
27681,11.758811699949023
27721,10.38563395139361
27761,12.468984694995324
27801,12.270283042067032
27842,12.286059939539607
27882,10.026577213962957
27921,10.948889503791415
27960,11.71331330239769
28001,10.945771811755849
28041,11.33855988370762
28081,11.284266766910179
28121,10.403559454196591
28161,11.10762515980835
28201,10.623175199054247
28241,11.41201226046098
28282,12.523002796649106
28321,12.20163562626966
28362,11.887182377621192
28401,10.88116304426949
28442,9.517580422523777
28481,10.024408813409114
28521,12.062655465101306
28561,12.600394283258867
28601,11.30710596702512
28642,10.443349816933473
28682,8.665114978854112
28721,12.84166269521781
28761,10.856361455409733
28821,10.285585449199539
28861,12.144180459179266
28901,10.504841945367406
28941,8.787935548392342
28981,10.664964742750335
29021,10.312055176326435
29061,10.407753510359367
29101,13.016838531500458
29141,11.449493000312946
29181,10.780487956487168
29221,11.115505391909466
29261,10.598118261423881
29301,14.616368479549172
29341,10.27968131415715
29381,12.002402219523118
29421,10.517983136175328
29461,11.32071629552226
29501,10.929954058694149
29541,10.786760526794613
29581,11.384084388189738
29621,12.049976206658412
29662,11.902535131228404
29701,12.910525380116413
29741,10.378309703891555
29781,9.907906133433602
29821,10.561644096405969
29862,10.37453178056653
29901,11.410786503392455
29941,12.58865947066369
29981,13.372697955484492
30021,13.549740373712208
30060,10.93816304774488
30121,11.171750842724862
30161,12.509017156637924
30201,14.737557141387525
30241,10.291481568600014
30281,13.094780769036287
30321,17.221903023462918
30361,18.43641489240678
30401,19.61659407519358
30441,19.6632247648918
30481,19.517472091294422
30521,19.811539689128818
30561,20.235601718792324
30601,22.007976902624556
30641,20.040573460023616
30682,21.768886719030046
30721,20.548527756460793
30761,18.13807273559289
30801,18.867959182717755
30841,16.83261180207766
30881,16.449702289507897
30921,16.084173795103524
30961,20.98904344792208
31001,22.211579825418404
31041,23.66111175671133
31080,23.56184904819083
31121,24.139383919881226
31161,24.73772810407588
31201,23.952220278303106
31241,23.60953728069873
31281,23.494163018682105
31321,23.34828337300436
31381,23.90507332696278
31421,23.404485413350287
31461,21.908005131003875
31501,21.990541783003486
31541,21.45053434903369
31581,22.860179098634518
31621,20.27795397296019
31661,21.764336479757212
31701,20.438335664991364
31741,21.0522687337818
31781,19.68123180733337
31821,18.326514492140973
31860,16.50717213465461
31901,14.52029575648802
31941,15.182568239613708
31981,15.772185872497207
32021,12.696666670954302
32061,13.521071132180566
32101,12.838386142184008
32143,11.87161765927305
32180,9.587163594750566
32221,11.95105494636369
32261,12.041502755783313
32301,12.319716397257523
32341,12.377854616918624
32381,11.321252671244196
32420,11.230199245011335
32461,10.01355054084966
32501,12.888647771079217
32541,12.585854425240395
32581,13.454853184199019
32621,10.564837203541233
32681,11.52759139147998
32720,12.68975789830561
32761,12.204845920953126
32802,10.924080980600623
32841,11.863262050001424
32881,12.938950321757561
32921,11.434887839426771
32961,11.47855679303919
33001,11.62186213047123
33040,11.22325608634779
33081,13.321114436597398
33121,11.12393266075572
33161,11.344432215799316
33201,12.033467983427533
33241,11.971728328412016
33281,12.690540575414452
33321,11.275061211385593
33361,11.879800021497415
33401,14.40784375901366
33440,13.485699563264447
33481,9.61479360543352
33521,10.82180070568127
33561,10.37919814962043
33601,10.638056566967833
33643,9.399257676752452
33680,9.89327631319157
33721,10.47843966812209
33763,9.822661840137311
33801,10.31228071940867
33841,12.08235548576716
33881,11.512391624145176
33941,10.734073742392155
33981,12.009274089901702
34021,13.080496319740272
34060,12.461153749872306
34101,10.556103809834738
34141,11.815501155412097
34181,13.019741407887063
34221,11.608830278887616
34261,11.234578685536095
34301,11.204196799231402
34341,11.471481764650981
34381,11.892671736386948
34421,11.878227687090092
34461,12.206595991087571
34501,9.463623333034047
34541,10.592835772608748
34581,12.73375947895785
34621,11.196659994411673
34661,10.56377309533043
34701,10.758360580914065
34741,11.655761699685893
34781,11.75395960855459
34822,12.098679268680375
34861,10.528510450743195
34901,14.417319470170005
34941,17.739626651020547
34981,19.188765724197253
35022,18.51834831564728
35061,20.332846052938883
35101,18.78787147378543
35141,20.37028324846146
35181,20.32945520605544
35241,21.21324206233044
35281,19.9663283116791
35321,19.074245579510272
35361,20.00164767985559
35401,20.22258945028736
35441,19.24708959427742
35481,16.841197031474476
35521,22.126170832595534
35561,19.053289893183823
35601,17.45905664076774
35641,18.246509147889423
35683,22.22697605026381
35721,22.65152245115778
35761,24.327617666698096
35801,24.777904377932238
35841,26.93936380668976
35881,28.212956129707976
35921,28.491790521973925
35961,27.693130238913803
36001,27.622375860725057
36041,27.03182426105354
36082,27.924616531815406
36121,28.58552973648854
36161,27.22397932592611
36201,26.541480605736375
36241,25.61769334668194
36281,23.848596273282354
36321,24.41382990030466
36361,24.06025709787738
36401,23.22591895050958
36441,26.09516992649675
36501,22.185299372427494
36541,21.190271048823675
36581,16.705688686947443
36621,18.141048374502745
36661,15.596488410878045
36701,13.991017422633137
36741,11.894395531419569
36781,13.349785296006868
36821,11.614348527672247
36861,10.7603953189662
36902,11.273434674117198
36941,12.213734800663335
36981,10.705944034318875
37021,9.307285003655545
37061,11.589040798838075
37101,9.473757286379069
37141,10.289668230444637
37181,9.821146859371124
37221,12.152751383037154
37261,14.071005543606987
37301,10.093266193501492
37341,11.605817367075472
37382,10.90484005436055
37423,10.181318532896388
37461,11.06762903430855
37501,13.310045286462975
37541,12.662537519845005
37581,9.151300135283778
37621,10.814975962002498
37661,11.428090139809164
37701,10.917807597385071
37741,10.997314973393468
37801,11.070660494038325
37841,10.80592669070551
37881,12.457989892112762
37921,11.71331330239769
37961,10.631355782889774
38001,10.927997248343376
38041,11.460587867772059
38081,10.42558813352883
38121,10.929954058694149
38161,9.183884483271248
38205,10.982264098779984
38241,10.218350902400896
38281,9.718161435236997
38321,10.683846690199026
38361,10.840813190035668
38404,9.631182095896353
38441,9.07850251656153
38481,12.490208239935258
38521,10.911525139157865
38562,10.13128890114135
38601,9.886813596494457
38641,13.000352147179608
38681,11.483209671690457
38721,10.340605839081478
38763,11.589713107337277
38801,11.56273925520329
38841,14.237668464082018
38881,12.75411626481743
38921,10.33365407608163
38961,10.982264098779984
39001,9.239098309295171
39062,12.022681072557603
39102,12.515268736816036
39141,12.794927823957742
39181,11.369080397831151
39221,9.432802660041377
39262,12.310614967278005
39301,11.688413094150238
39341,10.00363375685879
39381,11.730268399618211
39421,12.766823011785988
39461,11.09558962476438
39501,15.225708493377914
39542,12.277461464889836
39581,12.067626492127388
39621,8.578236542514816
39661,14.294656877576026
39701,17.808772138408564
39741,18.38378181242455
39781,18.64916797699166
39821,20.029587086437047
39861,21.237769245772498
39901,20.72175605600803
39941,20.607652721497107
39981,21.445655210771747
40021,21.65599343199277
40061,20.756263803609222
40101,20.69769649859414
40141,20.06446940206964
40181,21.415687457279194
40221,21.797674820166183
40261,21.48546538469812
40301,16.69034477427569
40361,21.261524335386575
40401,25.327501147164643
40441,25.574313344567766
40481,24.37716950681785
40521,25.93896463400831
40561,26.67048845219685
40602,28.45708683345017
40641,28.79957502206176
40681,29.00945339521181
40721,28.832164203409842
40761,27.429463908004706
40801,25.830975185808093
40841,29.887763721618228
40883,29.739616196398817
40921,29.271692160089124
40961,28.651198445938775
41001,27.707386254767226
41041,21.640140951114727
41081,20.39852123458395
41122,20.900469527607513
41161,19.01329372296469
41201,16.856517842773012
41242,14.60790490270053
41282,12.831573084595135
41321,11.73530954332879
41361,10.23904367455252
41402,10.092791762124678
41441,10.780892911946367
41481,11.717884651826672
41521,10.4341491233334
41561,10.841611892533374
41622,12.868537750365164
41661,10.804920051195397
41701,10.800084930982802
41742,11.985711816071138
41781,9.64040642613335
41821,11.079364172361
41861,11.68939870838074
41901,13.006299309322753
41941,11.595087831858555
41981,14.555076327220725
42021,10.92623536487035
42061,11.533213768406466
42101,10.64620919374846
42141,12.197546361585356
42181,8.739612097316009
42221,11.060420825485282
42261,10.768118641065458
42301,9.98592079704262
42341,10.360725555598835
42381,11.236949039842576
42422,15.962717928865802
42461,11.702518902095722
42501,12.053753666076375
42541,10.579071155521014
42581,11.516324754208958
42622,10.309573429044203
42662,9.358714842561998
42701,10.136223932715895
42741,9.554257273355303
42781,11.173785832134392
42821,10.507861474068028
42861,9.855858406663092
42921,10.433929821451413
42961,9.341545136543187
43001,12.969882058821515
43041,11.52093736641267
43080,11.085408633766821
43121,14.644822285798638
43161,11.900501661017204
43202,11.851094053282669
43242,10.145139759894985
43283,11.547492514870852
43321,12.223767555096288
43361,10.574190130264977
43401,10.704501845746444
43441,10.696458016222909
43484,10.948694713595197
43521,10.78433350964821
43561,11.074446845471737
43601,13.425218134383115
43641,11.272169168281073
43680,9.768553735429393
43721,11.070660494038325
43762,10.860538033534832
43801,11.48389856328393
43841,12.110919231247383
43882,10.406429509083212
43922,11.949353498812433
43962,13.144762021766452
44001,10.538798238770362
44042,9.611879499549984
44081,10.731617093989305
44121,11.84111299923699
44181,11.431926047639184
44221,12.292211724443781
44263,9.89501463346713
44301,14.052933692834078
44341,18.67183280933694
44382,19.01365871209429
44421,20.144506870616958
44461,18.72019623374287
44501,23.025710394853334
44542,23.312023990715094
44581,22.232980162498095
44621,22.32658670936783
44661,23.338508192378534
44701,22.15667653551258
44741,22.809013859886967
44781,22.944194755763938
44822,23.197634566425748
44861,20.35128089697227
44901,20.605650534001853
44941,22.47353937810114
44981,24.30044985598743
45021,25.299193661011984
45060,25.128033228766032
45101,23.098593907630104
45141,24.253141922751826
45181,25.977943185416173
45222,27.627028400890264
45261,27.11144609190679
45302,27.55740903741577
45341,28.049577871875535
45381,27.406877598997113
45421,27.143728007947704
45481,27.63376595219404
45521,27.2417937541679
45562,27.96491089380373
45602,28.311728554263226
45641,27.61946706232839
45681,27.505243217666916
45721,26.95747400416224
45761,27.71158334885147
45801,26.793011250615614
45841,21.31113978707954
45882,18.134089628803792
45921,17.11585997244662
45961,20.438620466215486
46001,14.918226993277967
46042,11.778005106988111
46084,11.196292010610485
46121,10.850985660563383
46161,10.922905411302
46201,10.525505249582034
46241,9.183007032047122
46281,8.710031654488537
46321,11.121499795647933
46361,11.647145729113983
46401,11.930282683542528
46441,9.436391300490122
46481,12.214608134745248
46521,10.297822296336678
46562,10.8585496877355
46602,11.823471326155236
46641,10.742865338606716
46681,11.23348423935809
46742,11.882471684246948
46781,14.411267929008638
46821,11.949044073083328
46861,9.60312543134894
46901,10.015724368284236
46942,10.848594280801755
46982,12.41762097958974
47021,11.632858620580775
47061,13.583534461719184
47101,12.402873179070863
47141,12.297355362809391
47181,11.222524581407702
47221,9.754984822018276
47261,11.032041066226538
47301,11.105934676757304
47342,11.065164414242517
47381,10.813770481382514
47421,10.126348255347274
47461,11.351717099887725
47501,9.500484863343715
47540,12.087154154609681
47581,10.036922432671805
47622,10.688606082257854
47661,11.419009957554454
47701,11.430880226919964
47741,12.137518931947097
47781,11.715436313049604
47822,9.312966512601674
47861,11.050537533229136
47903,10.438094664751628
47941,11.399739093740935
47982,9.41924953015955
48041,10.568878438573961
48081,11.647974930991259
48121,10.980330721719591
48161,11.428090139809164
48202,10.214661843084551
48242,13.662457175746702
48281,9.88855450496348
48321,10.465831250040871
48361,9.829472721219222
48401,11.729942963513222
48441,10.745519763224362
48482,9.99223780880223
48521,11.04368205458536
48563,10.908577105453286
48601,12.16998969867693
48642,9.423679694209921
48681,10.429541456687552
48721,11.801758153384368
48761,14.941747895348223
48801,18.408675040461436
48842,16.340373278399525
48882,20.037859502199517
48921,17.514732857921715
48961,18.990176189058417
49002,16.731330639813425
49042,19.563244298502692
49082,17.945868433905797
49120,17.802345107526637
49162,17.627589216667722
49201,16.712772119853657
49241,20.936795959988423
49302,20.133757117908498
49341,19.596641360487848
49381,21.65528164342681
49421,23.095042212529528
49462,22.517223905183968
49501,24.517915736952677
49542,25.369077395908654
49581,26.434658954758113
49621,27.236869670963504
49661,27.186916363299606
49701,26.239993559587997
49741,25.963129295200677
49781,25.26451783309165
49821,25.863951386907893
49861,24.749800575492607
49901,25.5073460733346
49941,22.90253294359102
49981,23.3762079913217
50021,23.02230400238935
50061,24.732245805985368
50101,24.454156664866538
50140,21.922786506573285
50181,22.190336963462364
50221,21.775992975251942
50261,19.7404472818003
50301,19.548829229823006
50341,17.919536718293504
50381,14.32699132129235
50421,12.25675540130027
50461,10.364961161589248
50501,10.250725961497096
50541,9.417309911424837
50602,10.233535235189333
50641,9.316371853721547
50681,12.160273934403277
50721,10.877204295698558
50761,10.193852292877356
50801,11.617188527847446
50841,11.473553697971733
50881,9.670839171117342
50922,8.396281322682581
50961,10.505273435165975
51001,10.481043742443273
51041,9.521099717255701
51081,10.053710952437203
51120,12.97684807707763
51160,11.201257163062628
51203,9.271606179059056
51240,10.580343564774426
51281,12.342104221106053
51321,10.07686828666291
51361,9.786664776457236
51401,14.805410723776607
51442,12.284055150943388
51482,10.082103331185827
51521,9.89377304713001
51562,10.69852195734104
51601,11.121125387714683
51641,11.063267600437456
51682,9.584497575747855
